job_id,src_endpoint,src_bucket_name,src_object_name,dst_endpoint,dst_bucket_name,dst_object_name,range_begin,range_end
df5bc6a2-e612-4f27-8317-eaf706b99557,minio.minio-s.svc.cluster.local:80,dummy-bucket,dummy_sensor_data.csv,,,,0,10000
