task_id,src_endpoint,dst_endpoint,range_begin,range_end,src_ip,src_port,dst_ip,dst_port,packet_size
f5228798-b598-4615-8c1e-7b364230382c,minio.minio-s.svc.cluster.local:80,ec2-13-209-96-73.ap-northeast-2.compute.amazonaws.com:9000,2200,2300,10.2.0.157,48814,10.2.0.81,9000,66
f5228798-b598-4615-8c1e-7b364230382c,minio.minio-s.svc.cluster.local:80,ec2-13-209-96-73.ap-northeast-2.compute.amazonaws.com:9000,2200,2300,10.2.0.157,48814,10.2.0.81,9000,339
f5228798-b598-4615-8c1e-7b364230382c,minio.minio-s.svc.cluster.local:80,ec2-13-209-96-73.ap-northeast-2.compute.amazonaws.com:9000,2200,2300,10.2.0.157,48814,10.2.0.81,9000,66
f5228798-b598-4615-8c1e-7b364230382c,minio.minio-s.svc.cluster.local:80,ec2-13-209-96-73.ap-northeast-2.compute.amazonaws.com:9000,2200,2300,10.2.0.157,48814,10.2.0.81,9000,66
f5228798-b598-4615-8c1e-7b364230382c,minio.minio-s.svc.cluster.local:80,ec2-13-209-96-73.ap-northeast-2.compute.amazonaws.com:9000,2200,2300,10.2.0.157,55058,13.209.96.73,9000,74
f5228798-b598-4615-8c1e-7b364230382c,minio.minio-s.svc.cluster.local:80,ec2-13-209-96-73.ap-northeast-2.compute.amazonaws.com:9000,2200,2300,10.2.0.157,55058,13.209.96.73,9000,66
f5228798-b598-4615-8c1e-7b364230382c,minio.minio-s.svc.cluster.local:80,ec2-13-209-96-73.ap-northeast-2.compute.amazonaws.com:9000,2200,2300,10.2.0.157,55058,13.209.96.73,9000,598
f5228798-b598-4615-8c1e-7b364230382c,minio.minio-s.svc.cluster.local:80,ec2-13-209-96-73.ap-northeast-2.compute.amazonaws.com:9000,2200,2300,10.2.0.157,55058,13.209.96.73,9000,66
f5228798-b598-4615-8c1e-7b364230382c,minio.minio-s.svc.cluster.local:80,ec2-13-209-96-73.ap-northeast-2.compute.amazonaws.com:9000,2200,2300,10.2.0.157,55058,13.209.96.73,9000,66
f5228798-b598-4615-8c1e-7b364230382c,minio.minio-s.svc.cluster.local:80,ec2-13-209-96-73.ap-northeast-2.compute.amazonaws.com:9000,2200,2300,10.2.0.157,55066,13.209.96.73,9000,74
f5228798-b598-4615-8c1e-7b364230382c,minio.minio-s.svc.cluster.local:80,ec2-13-209-96-73.ap-northeast-2.compute.amazonaws.com:9000,2200,2300,10.2.0.157,55066,13.209.96.73,9000,66
f5228798-b598-4615-8c1e-7b364230382c,minio.minio-s.svc.cluster.local:80,ec2-13-209-96-73.ap-northeast-2.compute.amazonaws.com:9000,2200,2300,10.2.0.157,55066,13.209.96.73,9000,775
f5228798-b598-4615-8c1e-7b364230382c,minio.minio-s.svc.cluster.local:80,ec2-13-209-96-73.ap-northeast-2.compute.amazonaws.com:9000,2200,2300,10.2.0.157,55066,13.209.96.73,9000,255
f5228798-b598-4615-8c1e-7b364230382c,minio.minio-s.svc.cluster.local:80,ec2-13-209-96-73.ap-northeast-2.compute.amazonaws.com:9000,2200,2300,10.2.0.157,55066,13.209.96.73,9000,152
f5228798-b598-4615-8c1e-7b364230382c,minio.minio-s.svc.cluster.local:80,ec2-13-209-96-73.ap-northeast-2.compute.amazonaws.com:9000,2200,2300,10.2.0.157,55066,13.209.96.73,9000,66
f5228798-b598-4615-8c1e-7b364230382c,minio.minio-s.svc.cluster.local:80,ec2-13-209-96-73.ap-northeast-2.compute.amazonaws.com:9000,2200,2300,10.2.0.157,55066,13.209.96.73,9000,66
a9047be1-3682-44a1-aee4-69a0fd069601,minio.minio-s.svc.cluster.local:80,ec2-13-209-96-73.ap-northeast-2.compute.amazonaws.com:9000,2300,2400,10.2.1.147,37772,10.2.0.81,9000,74
a9047be1-3682-44a1-aee4-69a0fd069601,minio.minio-s.svc.cluster.local:80,ec2-13-209-96-73.ap-northeast-2.compute.amazonaws.com:9000,2300,2400,10.2.1.147,37772,10.2.0.81,9000,66
a9047be1-3682-44a1-aee4-69a0fd069601,minio.minio-s.svc.cluster.local:80,ec2-13-209-96-73.ap-northeast-2.compute.amazonaws.com:9000,2300,2400,10.2.1.147,37772,10.2.0.81,9000,327
a9047be1-3682-44a1-aee4-69a0fd069601,minio.minio-s.svc.cluster.local:80,ec2-13-209-96-73.ap-northeast-2.compute.amazonaws.com:9000,2300,2400,10.2.1.147,37772,10.2.0.81,9000,66
a9047be1-3682-44a1-aee4-69a0fd069601,minio.minio-s.svc.cluster.local:80,ec2-13-209-96-73.ap-northeast-2.compute.amazonaws.com:9000,2300,2400,10.2.1.147,37772,10.2.0.81,9000,66
a9047be1-3682-44a1-aee4-69a0fd069601,minio.minio-s.svc.cluster.local:80,ec2-13-209-96-73.ap-northeast-2.compute.amazonaws.com:9000,2300,2400,10.2.1.147,37776,10.2.0.81,9000,74
a9047be1-3682-44a1-aee4-69a0fd069601,minio.minio-s.svc.cluster.local:80,ec2-13-209-96-73.ap-northeast-2.compute.amazonaws.com:9000,2300,2400,10.2.1.147,37776,10.2.0.81,9000,66
a9047be1-3682-44a1-aee4-69a0fd069601,minio.minio-s.svc.cluster.local:80,ec2-13-209-96-73.ap-northeast-2.compute.amazonaws.com:9000,2300,2400,10.2.1.147,37776,10.2.0.81,9000,339
a9047be1-3682-44a1-aee4-69a0fd069601,minio.minio-s.svc.cluster.local:80,ec2-13-209-96-73.ap-northeast-2.compute.amazonaws.com:9000,2300,2400,10.2.1.147,37776,10.2.0.81,9000,66
a9047be1-3682-44a1-aee4-69a0fd069601,minio.minio-s.svc.cluster.local:80,ec2-13-209-96-73.ap-northeast-2.compute.amazonaws.com:9000,2300,2400,10.2.1.147,37776,10.2.0.81,9000,66
a9047be1-3682-44a1-aee4-69a0fd069601,minio.minio-s.svc.cluster.local:80,ec2-13-209-96-73.ap-northeast-2.compute.amazonaws.com:9000,2300,2400,10.2.1.147,49126,13.209.96.73,9000,74
a9047be1-3682-44a1-aee4-69a0fd069601,minio.minio-s.svc.cluster.local:80,ec2-13-209-96-73.ap-northeast-2.compute.amazonaws.com:9000,2300,2400,10.2.1.147,49126,13.209.96.73,9000,66
a9047be1-3682-44a1-aee4-69a0fd069601,minio.minio-s.svc.cluster.local:80,ec2-13-209-96-73.ap-northeast-2.compute.amazonaws.com:9000,2300,2400,10.2.1.147,49126,13.209.96.73,9000,598
a9047be1-3682-44a1-aee4-69a0fd069601,minio.minio-s.svc.cluster.local:80,ec2-13-209-96-73.ap-northeast-2.compute.amazonaws.com:9000,2300,2400,10.2.1.147,49126,13.209.96.73,9000,66
a9047be1-3682-44a1-aee4-69a0fd069601,minio.minio-s.svc.cluster.local:80,ec2-13-209-96-73.ap-northeast-2.compute.amazonaws.com:9000,2300,2400,10.2.1.147,49126,13.209.96.73,9000,66
a9047be1-3682-44a1-aee4-69a0fd069601,minio.minio-s.svc.cluster.local:80,ec2-13-209-96-73.ap-northeast-2.compute.amazonaws.com:9000,2300,2400,10.2.1.147,49142,13.209.96.73,9000,74
a9047be1-3682-44a1-aee4-69a0fd069601,minio.minio-s.svc.cluster.local:80,ec2-13-209-96-73.ap-northeast-2.compute.amazonaws.com:9000,2300,2400,10.2.1.147,49142,13.209.96.73,9000,66
a9047be1-3682-44a1-aee4-69a0fd069601,minio.minio-s.svc.cluster.local:80,ec2-13-209-96-73.ap-northeast-2.compute.amazonaws.com:9000,2300,2400,10.2.1.147,49142,13.209.96.73,9000,775
a9047be1-3682-44a1-aee4-69a0fd069601,minio.minio-s.svc.cluster.local:80,ec2-13-209-96-73.ap-northeast-2.compute.amazonaws.com:9000,2300,2400,10.2.1.147,49142,13.209.96.73,9000,256
a9047be1-3682-44a1-aee4-69a0fd069601,minio.minio-s.svc.cluster.local:80,ec2-13-209-96-73.ap-northeast-2.compute.amazonaws.com:9000,2300,2400,10.2.1.147,49142,13.209.96.73,9000,152
a9047be1-3682-44a1-aee4-69a0fd069601,minio.minio-s.svc.cluster.local:80,ec2-13-209-96-73.ap-northeast-2.compute.amazonaws.com:9000,2300,2400,10.2.1.147,49142,13.209.96.73,9000,66
a9047be1-3682-44a1-aee4-69a0fd069601,minio.minio-s.svc.cluster.local:80,ec2-13-209-96-73.ap-northeast-2.compute.amazonaws.com:9000,2300,2400,10.2.1.147,49142,13.209.96.73,9000,66
f5fee361-95d5-4e8a-88e1-84ccffdc876e,minio.minio-s.svc.cluster.local:80,ec2-13-209-96-73.ap-northeast-2.compute.amazonaws.com:9000,2400,2500,10.2.2.191,43500,10.2.0.81,9000,74
f5fee361-95d5-4e8a-88e1-84ccffdc876e,minio.minio-s.svc.cluster.local:80,ec2-13-209-96-73.ap-northeast-2.compute.amazonaws.com:9000,2400,2500,10.2.2.191,43500,10.2.0.81,9000,66
f5fee361-95d5-4e8a-88e1-84ccffdc876e,minio.minio-s.svc.cluster.local:80,ec2-13-209-96-73.ap-northeast-2.compute.amazonaws.com:9000,2400,2500,10.2.2.191,43500,10.2.0.81,9000,327
f5fee361-95d5-4e8a-88e1-84ccffdc876e,minio.minio-s.svc.cluster.local:80,ec2-13-209-96-73.ap-northeast-2.compute.amazonaws.com:9000,2400,2500,10.2.2.191,43500,10.2.0.81,9000,66
f5fee361-95d5-4e8a-88e1-84ccffdc876e,minio.minio-s.svc.cluster.local:80,ec2-13-209-96-73.ap-northeast-2.compute.amazonaws.com:9000,2400,2500,10.2.2.191,43500,10.2.0.81,9000,66
f5fee361-95d5-4e8a-88e1-84ccffdc876e,minio.minio-s.svc.cluster.local:80,ec2-13-209-96-73.ap-northeast-2.compute.amazonaws.com:9000,2400,2500,10.2.2.191,43500,10.2.0.81,9000,66
f5fee361-95d5-4e8a-88e1-84ccffdc876e,minio.minio-s.svc.cluster.local:80,ec2-13-209-96-73.ap-northeast-2.compute.amazonaws.com:9000,2400,2500,10.2.2.191,43508,10.2.0.81,9000,74
f5fee361-95d5-4e8a-88e1-84ccffdc876e,minio.minio-s.svc.cluster.local:80,ec2-13-209-96-73.ap-northeast-2.compute.amazonaws.com:9000,2400,2500,10.2.2.191,43508,10.2.0.81,9000,66
f5fee361-95d5-4e8a-88e1-84ccffdc876e,minio.minio-s.svc.cluster.local:80,ec2-13-209-96-73.ap-northeast-2.compute.amazonaws.com:9000,2400,2500,10.2.2.191,43508,10.2.0.81,9000,339
f5fee361-95d5-4e8a-88e1-84ccffdc876e,minio.minio-s.svc.cluster.local:80,ec2-13-209-96-73.ap-northeast-2.compute.amazonaws.com:9000,2400,2500,10.2.2.191,43508,10.2.0.81,9000,66
f5fee361-95d5-4e8a-88e1-84ccffdc876e,minio.minio-s.svc.cluster.local:80,ec2-13-209-96-73.ap-northeast-2.compute.amazonaws.com:9000,2400,2500,10.2.2.191,43508,10.2.0.81,9000,66
f5fee361-95d5-4e8a-88e1-84ccffdc876e,minio.minio-s.svc.cluster.local:80,ec2-13-209-96-73.ap-northeast-2.compute.amazonaws.com:9000,2400,2500,10.2.2.191,39090,13.209.96.73,9000,74
f5fee361-95d5-4e8a-88e1-84ccffdc876e,minio.minio-s.svc.cluster.local:80,ec2-13-209-96-73.ap-northeast-2.compute.amazonaws.com:9000,2400,2500,10.2.2.191,39090,13.209.96.73,9000,66
f5fee361-95d5-4e8a-88e1-84ccffdc876e,minio.minio-s.svc.cluster.local:80,ec2-13-209-96-73.ap-northeast-2.compute.amazonaws.com:9000,2400,2500,10.2.2.191,39090,13.209.96.73,9000,598
f5fee361-95d5-4e8a-88e1-84ccffdc876e,minio.minio-s.svc.cluster.local:80,ec2-13-209-96-73.ap-northeast-2.compute.amazonaws.com:9000,2400,2500,10.2.2.191,39090,13.209.96.73,9000,66
f5fee361-95d5-4e8a-88e1-84ccffdc876e,minio.minio-s.svc.cluster.local:80,ec2-13-209-96-73.ap-northeast-2.compute.amazonaws.com:9000,2400,2500,10.2.2.191,39090,13.209.96.73,9000,66
f5fee361-95d5-4e8a-88e1-84ccffdc876e,minio.minio-s.svc.cluster.local:80,ec2-13-209-96-73.ap-northeast-2.compute.amazonaws.com:9000,2400,2500,10.2.2.191,39100,13.209.96.73,9000,74
f5fee361-95d5-4e8a-88e1-84ccffdc876e,minio.minio-s.svc.cluster.local:80,ec2-13-209-96-73.ap-northeast-2.compute.amazonaws.com:9000,2400,2500,10.2.2.191,39100,13.209.96.73,9000,66
f5fee361-95d5-4e8a-88e1-84ccffdc876e,minio.minio-s.svc.cluster.local:80,ec2-13-209-96-73.ap-northeast-2.compute.amazonaws.com:9000,2400,2500,10.2.2.191,39100,13.209.96.73,9000,775
f5fee361-95d5-4e8a-88e1-84ccffdc876e,minio.minio-s.svc.cluster.local:80,ec2-13-209-96-73.ap-northeast-2.compute.amazonaws.com:9000,2400,2500,10.2.2.191,39100,13.209.96.73,9000,257
f5fee361-95d5-4e8a-88e1-84ccffdc876e,minio.minio-s.svc.cluster.local:80,ec2-13-209-96-73.ap-northeast-2.compute.amazonaws.com:9000,2400,2500,10.2.2.191,39100,13.209.96.73,9000,152
f5fee361-95d5-4e8a-88e1-84ccffdc876e,minio.minio-s.svc.cluster.local:80,ec2-13-209-96-73.ap-northeast-2.compute.amazonaws.com:9000,2400,2500,10.2.2.191,39100,13.209.96.73,9000,66
f5fee361-95d5-4e8a-88e1-84ccffdc876e,minio.minio-s.svc.cluster.local:80,ec2-13-209-96-73.ap-northeast-2.compute.amazonaws.com:9000,2400,2500,10.2.2.191,39100,13.209.96.73,9000,66
6c6d9ef0-aa0a-4d3c-85e4-d067293c5a1a,minio.minio-s.svc.cluster.local:80,ec2-13-209-96-73.ap-northeast-2.compute.amazonaws.com:9000,2500,2600,10.2.0.145,54538,10.2.0.81,9000,74
6c6d9ef0-aa0a-4d3c-85e4-d067293c5a1a,minio.minio-s.svc.cluster.local:80,ec2-13-209-96-73.ap-northeast-2.compute.amazonaws.com:9000,2500,2600,10.2.0.145,54538,10.2.0.81,9000,66
6c6d9ef0-aa0a-4d3c-85e4-d067293c5a1a,minio.minio-s.svc.cluster.local:80,ec2-13-209-96-73.ap-northeast-2.compute.amazonaws.com:9000,2500,2600,10.2.0.145,54538,10.2.0.81,9000,327
6c6d9ef0-aa0a-4d3c-85e4-d067293c5a1a,minio.minio-s.svc.cluster.local:80,ec2-13-209-96-73.ap-northeast-2.compute.amazonaws.com:9000,2500,2600,10.2.0.145,54538,10.2.0.81,9000,66
6c6d9ef0-aa0a-4d3c-85e4-d067293c5a1a,minio.minio-s.svc.cluster.local:80,ec2-13-209-96-73.ap-northeast-2.compute.amazonaws.com:9000,2500,2600,10.2.0.145,54538,10.2.0.81,9000,66
6c6d9ef0-aa0a-4d3c-85e4-d067293c5a1a,minio.minio-s.svc.cluster.local:80,ec2-13-209-96-73.ap-northeast-2.compute.amazonaws.com:9000,2500,2600,10.2.0.145,54552,10.2.0.81,9000,74
6c6d9ef0-aa0a-4d3c-85e4-d067293c5a1a,minio.minio-s.svc.cluster.local:80,ec2-13-209-96-73.ap-northeast-2.compute.amazonaws.com:9000,2500,2600,10.2.0.145,54552,10.2.0.81,9000,66
6c6d9ef0-aa0a-4d3c-85e4-d067293c5a1a,minio.minio-s.svc.cluster.local:80,ec2-13-209-96-73.ap-northeast-2.compute.amazonaws.com:9000,2500,2600,10.2.0.145,54552,10.2.0.81,9000,339
6c6d9ef0-aa0a-4d3c-85e4-d067293c5a1a,minio.minio-s.svc.cluster.local:80,ec2-13-209-96-73.ap-northeast-2.compute.amazonaws.com:9000,2500,2600,10.2.0.145,54552,10.2.0.81,9000,66
6c6d9ef0-aa0a-4d3c-85e4-d067293c5a1a,minio.minio-s.svc.cluster.local:80,ec2-13-209-96-73.ap-northeast-2.compute.amazonaws.com:9000,2500,2600,10.2.0.145,54552,10.2.0.81,9000,66
6c6d9ef0-aa0a-4d3c-85e4-d067293c5a1a,minio.minio-s.svc.cluster.local:80,ec2-13-209-96-73.ap-northeast-2.compute.amazonaws.com:9000,2500,2600,10.2.0.145,53494,13.209.96.73,9000,74
6c6d9ef0-aa0a-4d3c-85e4-d067293c5a1a,minio.minio-s.svc.cluster.local:80,ec2-13-209-96-73.ap-northeast-2.compute.amazonaws.com:9000,2500,2600,10.2.0.145,53494,13.209.96.73,9000,66
6c6d9ef0-aa0a-4d3c-85e4-d067293c5a1a,minio.minio-s.svc.cluster.local:80,ec2-13-209-96-73.ap-northeast-2.compute.amazonaws.com:9000,2500,2600,10.2.0.145,53494,13.209.96.73,9000,598
6c6d9ef0-aa0a-4d3c-85e4-d067293c5a1a,minio.minio-s.svc.cluster.local:80,ec2-13-209-96-73.ap-northeast-2.compute.amazonaws.com:9000,2500,2600,10.2.0.145,53494,13.209.96.73,9000,66
6c6d9ef0-aa0a-4d3c-85e4-d067293c5a1a,minio.minio-s.svc.cluster.local:80,ec2-13-209-96-73.ap-northeast-2.compute.amazonaws.com:9000,2500,2600,10.2.0.145,53494,13.209.96.73,9000,66
6c6d9ef0-aa0a-4d3c-85e4-d067293c5a1a,minio.minio-s.svc.cluster.local:80,ec2-13-209-96-73.ap-northeast-2.compute.amazonaws.com:9000,2500,2600,10.2.0.145,53498,13.209.96.73,9000,74
6c6d9ef0-aa0a-4d3c-85e4-d067293c5a1a,minio.minio-s.svc.cluster.local:80,ec2-13-209-96-73.ap-northeast-2.compute.amazonaws.com:9000,2500,2600,10.2.0.145,53498,13.209.96.73,9000,66
6c6d9ef0-aa0a-4d3c-85e4-d067293c5a1a,minio.minio-s.svc.cluster.local:80,ec2-13-209-96-73.ap-northeast-2.compute.amazonaws.com:9000,2500,2600,10.2.0.145,53498,13.209.96.73,9000,775
6c6d9ef0-aa0a-4d3c-85e4-d067293c5a1a,minio.minio-s.svc.cluster.local:80,ec2-13-209-96-73.ap-northeast-2.compute.amazonaws.com:9000,2500,2600,10.2.0.145,53498,13.209.96.73,9000,261
6c6d9ef0-aa0a-4d3c-85e4-d067293c5a1a,minio.minio-s.svc.cluster.local:80,ec2-13-209-96-73.ap-northeast-2.compute.amazonaws.com:9000,2500,2600,10.2.0.145,53498,13.209.96.73,9000,152
6c6d9ef0-aa0a-4d3c-85e4-d067293c5a1a,minio.minio-s.svc.cluster.local:80,ec2-13-209-96-73.ap-northeast-2.compute.amazonaws.com:9000,2500,2600,10.2.0.145,53498,13.209.96.73,9000,66
6c6d9ef0-aa0a-4d3c-85e4-d067293c5a1a,minio.minio-s.svc.cluster.local:80,ec2-13-209-96-73.ap-northeast-2.compute.amazonaws.com:9000,2500,2600,10.2.0.145,53498,13.209.96.73,9000,66
c5b59b03-1ae2-438d-8e13-81d405210308,minio.minio-s.svc.cluster.local:80,ec2-13-209-96-73.ap-northeast-2.compute.amazonaws.com:9000,2600,2700,10.2.0.157,48828,10.2.0.81,9000,74
c5b59b03-1ae2-438d-8e13-81d405210308,minio.minio-s.svc.cluster.local:80,ec2-13-209-96-73.ap-northeast-2.compute.amazonaws.com:9000,2600,2700,10.2.0.157,48828,10.2.0.81,9000,66
c5b59b03-1ae2-438d-8e13-81d405210308,minio.minio-s.svc.cluster.local:80,ec2-13-209-96-73.ap-northeast-2.compute.amazonaws.com:9000,2600,2700,10.2.0.157,48828,10.2.0.81,9000,327
c5b59b03-1ae2-438d-8e13-81d405210308,minio.minio-s.svc.cluster.local:80,ec2-13-209-96-73.ap-northeast-2.compute.amazonaws.com:9000,2600,2700,10.2.0.157,48828,10.2.0.81,9000,66
c5b59b03-1ae2-438d-8e13-81d405210308,minio.minio-s.svc.cluster.local:80,ec2-13-209-96-73.ap-northeast-2.compute.amazonaws.com:9000,2600,2700,10.2.0.157,48828,10.2.0.81,9000,66
c5b59b03-1ae2-438d-8e13-81d405210308,minio.minio-s.svc.cluster.local:80,ec2-13-209-96-73.ap-northeast-2.compute.amazonaws.com:9000,2600,2700,10.2.0.157,48830,10.2.0.81,9000,74
c5b59b03-1ae2-438d-8e13-81d405210308,minio.minio-s.svc.cluster.local:80,ec2-13-209-96-73.ap-northeast-2.compute.amazonaws.com:9000,2600,2700,10.2.0.157,48830,10.2.0.81,9000,66
c5b59b03-1ae2-438d-8e13-81d405210308,minio.minio-s.svc.cluster.local:80,ec2-13-209-96-73.ap-northeast-2.compute.amazonaws.com:9000,2600,2700,10.2.0.157,48830,10.2.0.81,9000,339
c5b59b03-1ae2-438d-8e13-81d405210308,minio.minio-s.svc.cluster.local:80,ec2-13-209-96-73.ap-northeast-2.compute.amazonaws.com:9000,2600,2700,10.2.0.157,48830,10.2.0.81,9000,66
c5b59b03-1ae2-438d-8e13-81d405210308,minio.minio-s.svc.cluster.local:80,ec2-13-209-96-73.ap-northeast-2.compute.amazonaws.com:9000,2600,2700,10.2.0.157,48830,10.2.0.81,9000,66
c5b59b03-1ae2-438d-8e13-81d405210308,minio.minio-s.svc.cluster.local:80,ec2-13-209-96-73.ap-northeast-2.compute.amazonaws.com:9000,2600,2700,10.2.0.157,55074,13.209.96.73,9000,74
c5b59b03-1ae2-438d-8e13-81d405210308,minio.minio-s.svc.cluster.local:80,ec2-13-209-96-73.ap-northeast-2.compute.amazonaws.com:9000,2600,2700,10.2.0.157,55074,13.209.96.73,9000,66
c5b59b03-1ae2-438d-8e13-81d405210308,minio.minio-s.svc.cluster.local:80,ec2-13-209-96-73.ap-northeast-2.compute.amazonaws.com:9000,2600,2700,10.2.0.157,55074,13.209.96.73,9000,598
c5b59b03-1ae2-438d-8e13-81d405210308,minio.minio-s.svc.cluster.local:80,ec2-13-209-96-73.ap-northeast-2.compute.amazonaws.com:9000,2600,2700,10.2.0.157,55074,13.209.96.73,9000,66
c5b59b03-1ae2-438d-8e13-81d405210308,minio.minio-s.svc.cluster.local:80,ec2-13-209-96-73.ap-northeast-2.compute.amazonaws.com:9000,2600,2700,10.2.0.157,55074,13.209.96.73,9000,66
c5b59b03-1ae2-438d-8e13-81d405210308,minio.minio-s.svc.cluster.local:80,ec2-13-209-96-73.ap-northeast-2.compute.amazonaws.com:9000,2600,2700,10.2.0.157,55082,13.209.96.73,9000,74
c5b59b03-1ae2-438d-8e13-81d405210308,minio.minio-s.svc.cluster.local:80,ec2-13-209-96-73.ap-northeast-2.compute.amazonaws.com:9000,2600,2700,10.2.0.157,55082,13.209.96.73,9000,66
c5b59b03-1ae2-438d-8e13-81d405210308,minio.minio-s.svc.cluster.local:80,ec2-13-209-96-73.ap-northeast-2.compute.amazonaws.com:9000,2600,2700,10.2.0.157,55082,13.209.96.73,9000,775
c5b59b03-1ae2-438d-8e13-81d405210308,minio.minio-s.svc.cluster.local:80,ec2-13-209-96-73.ap-northeast-2.compute.amazonaws.com:9000,2600,2700,10.2.0.157,55082,13.209.96.73,9000,259
c5b59b03-1ae2-438d-8e13-81d405210308,minio.minio-s.svc.cluster.local:80,ec2-13-209-96-73.ap-northeast-2.compute.amazonaws.com:9000,2600,2700,10.2.0.157,55082,13.209.96.73,9000,152
c5b59b03-1ae2-438d-8e13-81d405210308,minio.minio-s.svc.cluster.local:80,ec2-13-209-96-73.ap-northeast-2.compute.amazonaws.com:9000,2600,2700,10.2.0.157,55082,13.209.96.73,9000,66
c5b59b03-1ae2-438d-8e13-81d405210308,minio.minio-s.svc.cluster.local:80,ec2-13-209-96-73.ap-northeast-2.compute.amazonaws.com:9000,2600,2700,10.2.0.157,55082,13.209.96.73,9000,66
cb24f624-a45d-4952-bb57-d39e39af44fa,minio.minio-s.svc.cluster.local:80,ec2-13-209-96-73.ap-northeast-2.compute.amazonaws.com:9000,2700,2800,10.2.2.191,43518,10.2.0.81,9000,74
cb24f624-a45d-4952-bb57-d39e39af44fa,minio.minio-s.svc.cluster.local:80,ec2-13-209-96-73.ap-northeast-2.compute.amazonaws.com:9000,2700,2800,10.2.2.191,43518,10.2.0.81,9000,66
cb24f624-a45d-4952-bb57-d39e39af44fa,minio.minio-s.svc.cluster.local:80,ec2-13-209-96-73.ap-northeast-2.compute.amazonaws.com:9000,2700,2800,10.2.2.191,43518,10.2.0.81,9000,327
cb24f624-a45d-4952-bb57-d39e39af44fa,minio.minio-s.svc.cluster.local:80,ec2-13-209-96-73.ap-northeast-2.compute.amazonaws.com:9000,2700,2800,10.2.2.191,43518,10.2.0.81,9000,66
cb24f624-a45d-4952-bb57-d39e39af44fa,minio.minio-s.svc.cluster.local:80,ec2-13-209-96-73.ap-northeast-2.compute.amazonaws.com:9000,2700,2800,10.2.2.191,43518,10.2.0.81,9000,66
cb24f624-a45d-4952-bb57-d39e39af44fa,minio.minio-s.svc.cluster.local:80,ec2-13-209-96-73.ap-northeast-2.compute.amazonaws.com:9000,2700,2800,10.2.2.191,43522,10.2.0.81,9000,74
cb24f624-a45d-4952-bb57-d39e39af44fa,minio.minio-s.svc.cluster.local:80,ec2-13-209-96-73.ap-northeast-2.compute.amazonaws.com:9000,2700,2800,10.2.2.191,43522,10.2.0.81,9000,66
cb24f624-a45d-4952-bb57-d39e39af44fa,minio.minio-s.svc.cluster.local:80,ec2-13-209-96-73.ap-northeast-2.compute.amazonaws.com:9000,2700,2800,10.2.2.191,43522,10.2.0.81,9000,339
cb24f624-a45d-4952-bb57-d39e39af44fa,minio.minio-s.svc.cluster.local:80,ec2-13-209-96-73.ap-northeast-2.compute.amazonaws.com:9000,2700,2800,10.2.2.191,43522,10.2.0.81,9000,66
cb24f624-a45d-4952-bb57-d39e39af44fa,minio.minio-s.svc.cluster.local:80,ec2-13-209-96-73.ap-northeast-2.compute.amazonaws.com:9000,2700,2800,10.2.2.191,43522,10.2.0.81,9000,66
cb24f624-a45d-4952-bb57-d39e39af44fa,minio.minio-s.svc.cluster.local:80,ec2-13-209-96-73.ap-northeast-2.compute.amazonaws.com:9000,2700,2800,10.2.2.191,39108,13.209.96.73,9000,74
cb24f624-a45d-4952-bb57-d39e39af44fa,minio.minio-s.svc.cluster.local:80,ec2-13-209-96-73.ap-northeast-2.compute.amazonaws.com:9000,2700,2800,10.2.2.191,39108,13.209.96.73,9000,66
cb24f624-a45d-4952-bb57-d39e39af44fa,minio.minio-s.svc.cluster.local:80,ec2-13-209-96-73.ap-northeast-2.compute.amazonaws.com:9000,2700,2800,10.2.2.191,39108,13.209.96.73,9000,598
cb24f624-a45d-4952-bb57-d39e39af44fa,minio.minio-s.svc.cluster.local:80,ec2-13-209-96-73.ap-northeast-2.compute.amazonaws.com:9000,2700,2800,10.2.2.191,39108,13.209.96.73,9000,66
cb24f624-a45d-4952-bb57-d39e39af44fa,minio.minio-s.svc.cluster.local:80,ec2-13-209-96-73.ap-northeast-2.compute.amazonaws.com:9000,2700,2800,10.2.2.191,39108,13.209.96.73,9000,66
cb24f624-a45d-4952-bb57-d39e39af44fa,minio.minio-s.svc.cluster.local:80,ec2-13-209-96-73.ap-northeast-2.compute.amazonaws.com:9000,2700,2800,10.2.2.191,39122,13.209.96.73,9000,74
cb24f624-a45d-4952-bb57-d39e39af44fa,minio.minio-s.svc.cluster.local:80,ec2-13-209-96-73.ap-northeast-2.compute.amazonaws.com:9000,2700,2800,10.2.2.191,39122,13.209.96.73,9000,66
cb24f624-a45d-4952-bb57-d39e39af44fa,minio.minio-s.svc.cluster.local:80,ec2-13-209-96-73.ap-northeast-2.compute.amazonaws.com:9000,2700,2800,10.2.2.191,39122,13.209.96.73,9000,775
cb24f624-a45d-4952-bb57-d39e39af44fa,minio.minio-s.svc.cluster.local:80,ec2-13-209-96-73.ap-northeast-2.compute.amazonaws.com:9000,2700,2800,10.2.2.191,39122,13.209.96.73,9000,256
cb24f624-a45d-4952-bb57-d39e39af44fa,minio.minio-s.svc.cluster.local:80,ec2-13-209-96-73.ap-northeast-2.compute.amazonaws.com:9000,2700,2800,10.2.2.191,39122,13.209.96.73,9000,152
cb24f624-a45d-4952-bb57-d39e39af44fa,minio.minio-s.svc.cluster.local:80,ec2-13-209-96-73.ap-northeast-2.compute.amazonaws.com:9000,2700,2800,10.2.2.191,39122,13.209.96.73,9000,66
