job_id,src_endpoint,src_bucket_name,src_object_name,dst_endpoint,dst_bucket_name,dst_object_name,range_begin,range_end
9eab7baa-6bd1-43c1-b27e-b6c895391d82,minio.minio-s.svc.cluster.local:80,dummy-bucket,dummy_sensor_data.csv,,,,0,10000
